file	sha256	relocation_section	relocation_index	target_section	offset	elf_address	file_offset	type	symbol	symbol_index	symbol_undefined	symbol_type	symbol_section	symbol_value	addend	resolved_target_functions	resolved_target_address	owners	owner_start	owner_offset	owner_extent	owner_end	owner_fde	evidence	instruction_word
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mtk_pci.ko	c71b2073eeb2498c05c5e42bb5ceaf3df664cff42bf0b0740eb6152458e0857b	.rela.text	921	.text	0x66d8	0x66d8	0x6738	R_AARCH64_CALL26	host_notify_npuMbox	138	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			npu_hw_init_queue_bus_write	0x65e0	0xf8	symbol_size	0x67d4		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mtk_pci.ko	c71b2073eeb2498c05c5e42bb5ceaf3df664cff42bf0b0740eb6152458e0857b	.rela.text	950	.text	0x6880	0x6880	0x68e0	R_AARCH64_CALL26	host_notify_npuMbox	138	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			npu_pci_dma_sw_init_device	0x67d4	0xac	symbol_size	0x6b70		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mtk_pci.ko	c71b2073eeb2498c05c5e42bb5ceaf3df664cff42bf0b0740eb6152458e0857b	.rela.text	957	.text	0x6958	0x6958	0x69b8	R_AARCH64_CALL26	host_notify_npuMbox	138	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			npu_pci_dma_sw_init_device	0x67d4	0x184	symbol_size	0x6b70		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mtk_pci.ko	c71b2073eeb2498c05c5e42bb5ceaf3df664cff42bf0b0740eb6152458e0857b	.rela.text	1002	.text	0x6b28	0x6b28	0x6b88	R_AARCH64_CALL26	host_notify_npuMbox	138	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			npu_pci_dma_sw_init_device	0x67d4	0x354	symbol_size	0x6b70		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mtk_pci.ko	c71b2073eeb2498c05c5e42bb5ceaf3df664cff42bf0b0740eb6152458e0857b	.rela.text	1036	.text	0x6e6c	0x6e6c	0x6ecc	R_AARCH64_CALL26	host_notify_npuMbox	138	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			npu_rro_init_ind_cmd_queue	0x6bd4	0x298	symbol_size	0x6f64		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mtk_pci.ko	c71b2073eeb2498c05c5e42bb5ceaf3df664cff42bf0b0740eb6152458e0857b	.rela.text	1043	.text	0x6f18	0x6f18	0x6f78	R_AARCH64_CALL26	host_notify_npuMbox	138	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			npu_rro_init_ind_cmd_queue	0x6bd4	0x344	symbol_size	0x6f64		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mtk_pci.ko	c71b2073eeb2498c05c5e42bb5ceaf3df664cff42bf0b0740eb6152458e0857b	.rela.text	1520	.text	0xa424	0xa424	0xa484	R_AARCH64_CALL26	host_notify_npuMbox	138	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			init_rro_addr_elem_by_seid	0xa2f0	0x134	symbol_size	0xa4b8		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mtk_pci.ko	c71b2073eeb2498c05c5e42bb5ceaf3df664cff42bf0b0740eb6152458e0857b	.rela.text	1553	.text	0xa7d8	0xa7d8	0xa838	R_AARCH64_CALL26	host_notify_npuMbox	138	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			rro_sw_init	0xa670	0x168	symbol_size	0xacc0		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mtk_pci.ko	c71b2073eeb2498c05c5e42bb5ceaf3df664cff42bf0b0740eb6152458e0857b	.rela.text	1573	.text	0xab64	0xab64	0xabc4	R_AARCH64_CALL26	host_notify_npuMbox	138	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			rro_sw_init	0xa670	0x4f4	symbol_size	0xacc0		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mtk_pci.ko	c71b2073eeb2498c05c5e42bb5ceaf3df664cff42bf0b0740eb6152458e0857b	.rela.text.unlikely	34	.text.unlikely	0x2d4	0x2d4	0xb234	R_AARCH64_CALL26	host_notify_npuMbox	138	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text.unlikely+0x224	0x224	0xb0	eh_frame_FDE	0x320	0xef0	direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mtk_pci.ko	c71b2073eeb2498c05c5e42bb5ceaf3df664cff42bf0b0740eb6152458e0857b	.rela.text.unlikely	45	.text.unlikely	0x3cc	0x3cc	0xb32c	R_AARCH64_CALL26	host_notify_npuMbox	138	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text.unlikely+0x320	0x320	0xac	eh_frame_FDE	0x414	0xfa4	direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/npu.ko	fecef1a24531765da1243de773ee7e9bb5b20ff47f1ad3b3736e1f09e9db088e	.rela.text	387	.text	0xbec	0xbec	0xc4c	R_AARCH64_CALL26	host_notify_npuMbox	49	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			npu_wifi_offload_get_dbg_counter_address	0xb30	0xbc	symbol_size	0xd88		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/npu.ko	fecef1a24531765da1243de773ee7e9bb5b20ff47f1ad3b3736e1f09e9db088e	.rela.text	565	.text	0x1334	0x1334	0x1394	R_AARCH64_CALL26	host_notify_npuMbox	49	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			init_module	0x11c4	0x170	symbol_size	0x14f0		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/npu.ko	fecef1a24531765da1243de773ee7e9bb5b20ff47f1ad3b3736e1f09e9db088e	.rela.text	573	.text	0x13f4	0x13f4	0x1454	R_AARCH64_CALL26	host_notify_npuMbox	49	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			init_module	0x11c4	0x230	symbol_size	0x14f0		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/npu.ko	fecef1a24531765da1243de773ee7e9bb5b20ff47f1ad3b3736e1f09e9db088e	.rela.text.unlikely	9	.text.unlikely	0xbc	0xbc	0x1638	R_AARCH64_CALL26	host_notify_npuMbox	49	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text.unlikely+0x0	0x0	0xbc	eh_frame_FDE	0x10c	0x28	direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/speedtest.ko	2654ada906e418dc8320f4885996fda8ba4d4a6e06435220e5596cf7b8c94196	.rela.text	3942	.text	0x10824	0x10824	0x10884	R_AARCH64_CALL26	host_notify_npuMbox	396	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			npu_wifi_offload_get_dbg_counter_address	0x10770	0xb4	symbol_size	0x109d8		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/tccicmd.ko	9a0e081553d6d92ad198e8b346c28f97b63855dde181bde14f57575a2964ed45	.rela.text	116	.text	0xd0c	0xd0c	0xd6c	R_AARCH64_CALL26	host_notify_npuMbox	109	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text+0xb94	0xb94	0x178	eh_frame_FDE	0xd58	0x2a4	direct_call_BL	0x94000000
